Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0045089~positive regulation of innate immune response	4	2.515723270440252	6.011900173374078E-4	HMGB2, EREG, IFNB1, MMP2	159	18	16792	23.468902865129284	0.7005322249548827	0.01533944717864133	1.0289208180565335
GOTERM_BP_DIRECT	GO:0009615~response to virus	7	4.40251572327044	6.040212518207735E-4	TNF, IFNB1, IFITM3, CLU, HSPB1, IFNGR1, ISG20	159	110	16792	6.720640365923384	0.7022283945594157	0.015217562768920279	1.0337427255936449
GOTERM_BP_DIRECT	GO:0071222~cellular response to lipopolysaccharide	7	4.40251572327044	6.962669213445502E-4	TSPO, IL6, HMGB2, TNF, RELA, RARA, CD14	159	113	16792	6.542216285412144	0.7525387816035396	0.017304789588261982	1.1907263787512168
GOTERM_BP_DIRECT	GO:0045429~positive regulation of nitric oxide biosynthetic process	5	3.1446540880503147	6.998180171482633E-4	IL6, TNF, CLU, IL1B, SOD2	159	43	16792	12.280239871288575	0.7542956569014327	0.01717944128383797	1.1967649419018178
GOTERM_BP_DIRECT	GO:0022617~extracellular matrix disassembly	6	3.7735849056603774	7.468465946894564E-4	CD44, GSN, DCN, TIMP2, MMP2, TIMP1	159	76	16792	8.337636544190666	0.7764201985536417	0.018102281753817562	1.27670326629985
GOTERM_BP_DIRECT	GO:0045766~positive regulation of angiogenesis	7	4.40251572327044	7.635766710297345E-4	HMOX1, RHOB, HSPB1, IL1B, HGF, BRCA1, IL1A	159	115	16792	6.428438610883237	0.7838010066914376	0.01828327758617565	1.3051260546582566
GOTERM_BP_DIRECT	GO:0043434~response to peptide hormone	5	3.1446540880503147	7.642099161726517E-4	CDKN1B, BTG2, EREG, ANXA1, TIMP1	159	44	16792	12.001143510577474	0.7840755405468799	0.018082450922408677	1.306201725767897
GOTERM_BP_DIRECT	GO:0030101~natural killer cell activation	4	2.515723270440252	8.283826686295084E-4	IFNB1, IL18, CASP8, CD2	159	20	16792	21.122012578616353	0.8101641569357826	0.019358356311491298	1.4151524687398553
GOTERM_BP_DIRECT	GO:0014066~regulation of phosphatidylinositol 3-kinase signaling	6	3.7735849056603774	8.406699868241318E-4	IER3, PPP2R5B, EREG, ERBB3, ERBB2, PDGFRB	159	78	16792	8.12385099177552	0.8147876387796344	0.019416605453329905	1.4360006155319738
GOTERM_BP_DIRECT	GO:0034349~glial cell apoptotic process	3	1.8867924528301887	8.635517121880334E-4	BID, CASP3, CASP9	159	5	16792	63.366037735849055	0.823099738479519	0.019713095822567528	1.474813445855172
GOTERM_BP_DIRECT	GO:0070242~thymocyte apoptotic process	3	1.8867924528301887	8.635517121880334E-4	DFFA, BAX, BCL2L11	159	5	16792	63.366037735849055	0.823099738479519	0.019713095822567528	1.474813445855172
GOTERM_BP_DIRECT	GO:0006954~inflammatory response	12	7.547169811320755	9.341161222508117E-4	BMP2, IL6, TNF, CASP4, IL18, RELA, ANXA1, IL1B, FAS, CD14, IL1A, F2R	159	379	16792	3.3438542340817445	0.8464575379698438	0.021067839199542582	1.594416784970576
GOTERM_BP_DIRECT	GO:0045860~positive regulation of protein kinase activity	5	3.1446540880503147	9.824020931298782E-4	CDKN1A, PTK2, TNF, EREG, CDC25B	159	47	16792	11.235113073732103	0.8606385494832199	0.021899174664477772	1.676180405328609
GOTERM_BP_DIRECT	GO:0043410~positive regulation of MAPK cascade	6	3.7735849056603774	9.975214214534237E-4	BMP2, IL6, FAS, TIMP2, CTNNB1, F2R	159	81	16792	7.8229676217097595	0.8648038578934852	0.02198830571499022	1.701769115445928
GOTERM_BP_DIRECT	GO:0007166~cell surface receptor signaling pathway	10	6.289308176100629	0.0011639232734201946	TNFSF10, IFNB1, MADD, ERBB2, CASP8, F2, ANXA1, CD2, BIRC3, CD14	159	274	16792	3.8543818574117434	0.9031919688898845	0.025333208716247002	1.982981880232615
GOTERM_BP_DIRECT	GO:0030307~positive regulation of cell growth	6	3.7735849056603774	0.0011751360338653233	CD38, ERBB2, F2, AVPR1A, LEF1, TGFB2	159	84	16792	7.543575920934411	0.9053465763680479	0.025299818278832764	2.0019037413422813
GOTERM_BP_DIRECT	GO:0033137~negative regulation of peptidyl-serine phosphorylation	4	2.515723270440252	0.0012605536178285114	CAV1, SMAD7, BAX, HGF	159	23	16792	18.366967459666395	0.9202616246522249	0.026827177861278417	2.1459355214279996
GOTERM_BP_DIRECT	GO:0016239~positive regulation of macroautophagy	4	2.515723270440252	0.0012605536178285114	SQSTM1, HMOX1, BNIP3L, DCN	159	23	16792	18.366967459666395	0.9202616246522249	0.026827177861278417	2.1459355214279996
GOTERM_BP_DIRECT	GO:0032025~response to cobalt ion	3	1.8867924528301887	0.0012873218062405614	CASP3, CASP9, CASP8	159	6	16792	52.80503144654088	0.9244335584435679	0.027101957711214597	2.1910311974390084
GOTERM_BP_DIRECT	GO:0097527~necroptotic signaling pathway	3	1.8867924528301887	0.0012873218062405614	TNF, FASLG, FAS	159	6	16792	52.80503144654088	0.9244335584435679	0.027101957711214597	2.1910311974390084
GOTERM_BP_DIRECT	GO:0051045~negative regulation of membrane protein ectodomain proteolysis	3	1.8867924528301887	0.0012873218062405614	TIMP2, TIMP3, TIMP1	159	6	16792	52.80503144654088	0.9244335584435679	0.027101957711214597	2.1910311974390084
GOTERM_BP_DIRECT	GO:0007165~signal transduction	23	14.465408805031446	0.0012944348150706287	EBP, TSPO, ROCK1, PPP2R5B, SLC20A1, ERBB3, DFFA, ERBB2, CREBBP, IGFBP6, ANXA1, FASLG, NEDD9, CD38, TNFSF10, CD69, IGF2R, PDGFRB, IL1B, RARA, FAS, CASP1, IFNGR1	159	1161	16792	2.092189015108424	0.9255049803056271	0.026966807945136506	2.2030110076904363
GOTERM_BP_DIRECT	GO:0032481~positive regulation of type I interferon production	5	3.1446540880503147	0.0013369195917348749	RELA, CREBBP, IRF1, CD14, CTNNB1	159	51	16792	10.353927734615858	0.9315955366225408	0.027554070179903523	2.274535577770509
GOTERM_BP_DIRECT	GO:0051602~response to electrical stimulus	4	2.515723270440252	0.001430742326885385	IL6, BTG2, CD14, SOD2	159	24	16792	17.60167714884696	0.9433403219119258	0.02916113087677452	2.432314847374617
GOTERM_BP_DIRECT	GO:0019221~cytokine-mediated signaling pathway	7	4.40251572327044	0.0015000057426877524	IL6, BGN, EREG, RELA, IL1B, DCN, IL1A	159	131	16792	5.6432858034471165	0.9506969539851775	0.03024511258295115	2.548639370798189
GOTERM_BP_DIRECT	GO:0034612~response to tumor necrosis factor	4	2.515723270440252	0.0016146865293805125	CASP3, CASP8, CD14, GCH1	159	25	16792	16.897610062893083	0.9608385736763548	0.03219814652769404	2.7409530129116955
GOTERM_BP_DIRECT	GO:0042475~odontogenesis of dentin-containing tooth	5	3.1446540880503147	0.0017723009923235288	BMP2, BAX, LEF1, BCL2L11, CTNNB1	159	55	16792	9.60091480846198	0.9714647786685122	0.034941117321804493	3.0046809986109535
GOTERM_BP_DIRECT	GO:1903140~regulation of establishment of endothelial barrier	3	1.8867924528301887	0.0017911199712885525	TNF, ROCK1, IL1B	159	7	16792	45.26145552560647	0.9725232618834881	0.034962455772574175	3.0361247556266346
GOTERM_BP_DIRECT	GO:0001783~B cell apoptotic process	3	1.8867924528301887	0.0017911199712885525	BCL10, BAX, BCL2L11	159	7	16792	45.26145552560647	0.9725232618834881	0.034962455772574175	3.0361247556266346
GOTERM_BP_DIRECT	GO:0045840~positive regulation of mitotic nuclear division	4	2.515723270440252	0.0018127775708973312	EREG, PDGFRB, IL1B, IL1A	159	26	16792	16.24770198355104	0.9736929257825171	0.03503732467126741	3.072299549730495
GOTERM_BP_DIRECT	GO:0006749~glutathione metabolic process	5	3.1446540880503147	0.0018948200539898963	GSTM1, GPX1, GSR, SOD1, SOD2	159	56	16792	9.429469901168014	0.9776899511362627	0.03624637524100893	3.2092202618204
GOTERM_BP_DIRECT	GO:0008584~male gonad development	6	3.7735849056603774	0.0019383169911301435	TNFSF10, HMGB2, BIK, BCL2L1, BCL2L11, TGFB2	159	94	16792	6.741067844239261	0.9795566351593621	0.0367138605653865	3.2817383927235766
GOTERM_BP_DIRECT	GO:2000145~regulation of cell motility	4	2.515723270440252	0.002252893140015609	ROCK1, EREG, ERBB3, ERBB2	159	28	16792	15.087151841868824	0.9891343258259472	0.04215380605654895	3.8046787183938835
GOTERM_BP_DIRECT	GO:0051881~regulation of mitochondrial membrane potential	4	2.515723270440252	0.002252893140015609	BAX, BCL2L1, SOD1, SOD2	159	28	16792	15.087151841868824	0.9891343258259472	0.04215380605654895	3.8046787183938835
GOTERM_BP_DIRECT	GO:0002262~myeloid cell homeostasis	3	1.8867924528301887	0.0023734218063247076	BAX, SOD1, BCL2L11	159	8	16792	39.60377358490566	0.9914717140977364	0.04395171264857778	4.004334778402563
GOTERM_BP_DIRECT	GO:0097345~mitochondrial outer membrane permeabilization	3	1.8867924528301887	0.0023734218063247076	BID, BNIP3L, RHOT2	159	8	16792	39.60377358490566	0.9914717140977364	0.04395171264857778	4.004334778402563
GOTERM_BP_DIRECT	GO:2001020~regulation of response to DNA damage stimulus	3	1.8867924528301887	0.0023734218063247076	IER3, MCL1, CASP9	159	8	16792	39.60377358490566	0.9914717140977364	0.04395171264857778	4.004334778402563
GOTERM_BP_DIRECT	GO:0045630~positive regulation of T-helper 2 cell differentiation	3	1.8867924528301887	0.0023734218063247076	IL6, IL18, RARA	159	8	16792	39.60377358490566	0.9914717140977364	0.04395171264857778	4.004334778402563
GOTERM_BP_DIRECT	GO:0007249~I-kappaB kinase/NF-kappaB signaling	5	3.1446540880503147	0.0024436906892329603	BCL10, TNF, ROCK1, BIRC3, CD14	159	60	16792	8.80083857442348	0.9925949727840642	0.044811612011371516	4.120555201687526
GOTERM_BP_DIRECT	GO:0071479~cellular response to ionizing radiation	4	2.515723270440252	0.0030281307389463876	CDKN1A, MGMT, RHOB, GADD45A	159	31	16792	13.627104889429905	0.997713226097651	0.05474634957873803	5.082061357291923
GOTERM_BP_DIRECT	GO:0043200~response to amino acid	4	2.515723270440252	0.0030281307389463876	CASP3, IL6, CDKN1B, RELA	159	31	16792	13.627104889429905	0.997713226097651	0.05474634957873803	5.082061357291923
GOTERM_BP_DIRECT	GO:0060337~type I interferon signaling pathway	5	3.1446540880503147	0.003093068790041481	RNASEL, IFNB1, IFITM3, IRF1, ISG20	159	64	16792	8.250786163522013	0.9979931997470703	0.05539045077042937	5.188333412188884
GOTERM_BP_DIRECT	GO:0045471~response to ethanol	6	3.7735849056603774	0.0031400927381342817	CCND1, CASP8, MGMT, RARA, SOD1, CD14	159	105	16792	6.034860736747529	0.9981742994718098	0.055713230203550235	5.265218811266892
GOTERM_BP_DIRECT	GO:0046330~positive regulation of JNK cascade	5	3.1446540880503147	0.003272105492263387	TNF, IL1B, GADD45B, GADD45A, IL1A	159	65	16792	8.12385099177552	0.9986000635336996	0.0574828438164946	5.4807494434768405
GOTERM_BP_DIRECT	GO:0043627~response to estrogen	5	3.1446540880503147	0.003272105492263387	CAV1, CCND1, HMOX1, PDGFRB, BRCA1	159	65	16792	8.12385099177552	0.9986000635336996	0.0574828438164946	5.4807494434768405
GOTERM_BP_DIRECT	GO:0045907~positive regulation of vasoconstriction	4	2.515723270440252	0.0033185268563009312	CD38, CAV1, AVPR1A, F2R	159	32	16792	13.201257861635222	0.9987248748962245	0.057770447773109135	5.556429468913793
GOTERM_BP_DIRECT	GO:0031663~lipopolysaccharide-mediated signaling pathway	4	2.515723270440252	0.0033185268563009312	TNF, IL18, IL1B, CD14	159	32	16792	13.201257861635222	0.9987248748962245	0.057770447773109135	5.556429468913793
GOTERM_BP_DIRECT	GO:0070059~intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress	4	2.515723270440252	0.003625418027536089	CASP4, BAX, PMAIP1, DDIT3	159	33	16792	12.80121974461597	0.9993123094436709	0.062411378876673695	6.055315356533275
GOTERM_BP_DIRECT	GO:0010718~positive regulation of epithelial to mesenchymal transition	4	2.515723270440252	0.003625418027536089	BMP2, LEF1, CTNNB1, TGFB2	159	33	16792	12.80121974461597	0.9993123094436709	0.062411378876673695	6.055315356533275
GOTERM_BP_DIRECT	GO:0051291~protein heterooligomerization	5	3.1446540880503147	0.0036511108228095617	BCL10, SQSTM1, CASP8, BIRC3, GCH1	159	67	16792	7.881347977095653	0.9993469610316869	0.06230657828128694	6.096969073027947
GOTERM_BP_DIRECT	GO:0045080~positive regulation of chemokine biosynthetic process	3	1.8867924528301887	0.0037675450551497977	TNF, HMOX1, IL1B	159	10	16792	31.683018867924527	0.9994833751418752	0.06369160860131551	6.285516834961447
GOTERM_BP_DIRECT	GO:1902237~positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway	3	1.8867924528301887	0.0037675450551497977	PMAIP1, BCL2L11, DDIT3	159	10	16792	31.683018867924527	0.9994833751418752	0.06369160860131551	6.285516834961447
GOTERM_BP_DIRECT	GO:0006979~response to oxidative stress	6	3.7735849056603774	0.0038340442514970805	GPX1, APP, PSEN1, GPX4, HMOX1, GPX3	159	110	16792	5.760548885077187	0.9995480925452658	0.06424055380079619	6.39304226252756
GOTERM_BP_DIRECT	GO:0006468~protein phosphorylation	12	7.547169811320755	0.003957043795137181	RNASEL, APP, BMP2, CCND1, ROCK1, SQSTM1, ERBB2, RARA, PAK1, TGFB2, CDC25B, GUCY2D	159	456	16792	2.7792121813968884	0.9996472008643006	0.06568851347932148	6.59161938445142
GOTERM_BP_DIRECT	GO:0033138~positive regulation of peptidyl-serine phosphorylation	5	3.1446540880503147	0.0042738346616521825	CAV1, IL6, TNF, CD44, PAK1	159	70	16792	7.543575920934412	0.9998135602009615	0.07018960932231022	7.101238379500119
GOTERM_BP_DIRECT	GO:0034116~positive regulation of heterotypic cell-cell adhesion	3	1.8867924528301887	0.004576423058160967	TNF, CD44, IL1B	159	11	16792	28.802744425385935	0.9998986355902579	0.074373003571784	7.585563771631632
GOTERM_BP_DIRECT	GO:0042770~signal transduction in response to DNA damage	3	1.8867924528301887	0.004576423058160967	BID, CASP9, GADD45A	159	11	16792	28.802744425385935	0.9998986355902579	0.074373003571784	7.585563771631632
GOTERM_BP_DIRECT	GO:0000185~activation of MAPKKK activity	3	1.8867924528301887	0.004576423058160967	TNF, GADD45B, GADD45A	159	11	16792	28.802744425385935	0.9998986355902579	0.074373003571784	7.585563771631632
GOTERM_BP_DIRECT	GO:0007219~Notch signaling pathway	6	3.7735849056603774	0.004631564275706444	APP, BMP2, CDKN1B, PSEN1, PSEN2, CREBBP	159	115	16792	5.5100902378999175	0.999909291366837	0.07463357383258407	7.673566662368902
GOTERM_BP_DIRECT	GO:0010507~negative regulation of autophagy	4	2.515723270440252	0.004647829327338106	MCL1, BCL2L1, DAP, HGF	159	36	16792	11.734451432564642	0.9999122151358796	0.07429087976455451	7.699509871111099
GOTERM_BP_DIRECT	GO:0016485~protein processing	5	3.1446540880503147	0.004726564066591423	PSEN1, CASP7, PSEN2, CASP1, CASP2	159	72	16792	7.334032145352901	0.9999250903648179	0.07490840511791319	7.8249969316419925
GOTERM_BP_DIRECT	GO:0033209~tumor necrosis factor-mediated signaling pathway	6	3.7735849056603774	0.00516310812361025	TNF, KRT18, TNFRSF12A, FASLG, FAS, BIRC3	159	118	16792	5.370003197953309	0.9999689169673713	0.08091887186048019	8.517848573399355
GOTERM_BP_DIRECT	GO:2001237~negative regulation of extrinsic apoptotic signaling pathway	4	2.515723270440252	0.005416774219838291	CFLAR, LGALS3, RELA, LMNA	159	38	16792	11.116848725587555	0.999981359124165	0.0840777709249888	8.918193008174457
GOTERM_BP_DIRECT	GO:0007223~Wnt signaling pathway, calcium modulating pathway	4	2.515723270440252	0.005828153256001812	PPP3R1, LEF1, PLCB2, CTNNB1	159	39	16792	10.83180132236736	0.9999918674209314	0.08949606648065644	9.563939323777626
GOTERM_BP_DIRECT	GO:0045454~cell redox homeostasis	5	3.1446540880503147	0.005996852633635512	GPX1, GSR, IL6, AIFM3, DDIT3	159	77	16792	6.8577962917585555	0.9999942129417044	0.09127556685238192	9.827499884929614
GOTERM_BP_DIRECT	GO:0070374~positive regulation of ERK1 and ERK2 cascade	7	4.40251572327044	0.006267363863289699	BMP2, IL6, TNF, CD44, JUN, PDGFRB, F2R	159	175	16792	4.224402515723271	0.9999966468417788	0.0944898162261959	10.24861245424079
GOTERM_BP_DIRECT	GO:0051726~regulation of cell cycle	6	3.7735849056603774	0.0063534475542243035	MADD, JUN, IRF1, GADD45B, GADD45A, WEE1	159	124	16792	5.110164333536214	0.9999971814888767	0.09501625356067256	10.38223241814562
GOTERM_BP_DIRECT	GO:0071850~mitotic cell cycle arrest	3	1.8867924528301887	0.006410607516749678	CDKN1A, CDKN1B, GADD45A	159	13	16792	24.37155297532656	0.9999974885332743	0.09512501024844344	10.470853148361325
GOTERM_BP_DIRECT	GO:0045088~regulation of innate immune response	3	1.8867924528301887	0.006410607516749678	XIAP, IRF1, BIRC3	159	13	16792	24.37155297532656	0.9999974885332743	0.09512501024844344	10.470853148361325
GOTERM_BP_DIRECT	GO:0060047~heart contraction	3	1.8867924528301887	0.006410607516749678	GPX1, DNM1L, SOD1	159	13	16792	24.37155297532656	0.9999974885332743	0.09512501024844344	10.470853148361325
GOTERM_BP_DIRECT	GO:0060317~cardiac epithelial to mesenchymal transition	3	1.8867924528301887	0.006410607516749678	BMP2, TGFBR3, TGFB2	159	13	16792	24.37155297532656	0.9999974885332743	0.09512501024844344	10.470853148361325
GOTERM_BP_DIRECT	GO:0048839~inner ear development	4	2.515723270440252	0.006705787605946593	BMP2, CDKN1B, PDGFRB, TGFB2	159	41	16792	10.303420770056757	0.9999986157979294	0.09856938497062351	10.927187787022419
GOTERM_BP_DIRECT	GO:0032526~response to retinoic acid	4	2.515723270440252	0.006705787605946593	CD38, IGF2R, PDGFRB, RARA	159	41	16792	10.303420770056757	0.9999986157979294	0.09856938497062351	10.927187787022419
GOTERM_BP_DIRECT	GO:0031397~negative regulation of protein ubiquitination	4	2.515723270440252	0.006705787605946593	TSPO, CAV1, SMAD7, DNAJA1	159	41	16792	10.303420770056757	0.9999986157979294	0.09856938497062351	10.927187787022419
GOTERM_BP_DIRECT	GO:0043085~positive regulation of catalytic activity	5	3.1446540880503147	0.007162999685993191	CFLAR, CAV1, PSEN1, PSEN2, SOD1	159	81	16792	6.519139684758133	0.9999994500828253	0.10418978631167986	11.62969402488927
GOTERM_BP_DIRECT	GO:0045599~negative regulation of fat cell differentiation	4	2.515723270440252	0.007172435674691238	IL6, TNF, DDIT3, SOD2	159	42	16792	10.058101227912548	0.9999994604626938	0.10357220447159543	11.64413730764342
GOTERM_BP_DIRECT	GO:0003407~neural retina development	3	1.8867924528301887	0.00743309287751294	PSEN1, CASP2, TGFB2	159	14	16792	22.630727762803236	0.9999996813001958	0.1063792459109274	12.042236768383907
GOTERM_BP_DIRECT	GO:0035729~cellular response to hepatocyte growth factor stimulus	3	1.8867924528301887	0.00743309287751294	IL6, RELA, HGF	159	14	16792	22.630727762803236	0.9999996813001958	0.1063792459109274	12.042236768383907
GOTERM_BP_DIRECT	GO:1902176~negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway	3	1.8867924528301887	0.00743309287751294	GPX1, HSPB1, SOD2	159	14	16792	22.630727762803236	0.9999996813001958	0.1063792459109274	12.042236768383907
GOTERM_BP_DIRECT	GO:0032461~positive regulation of protein oligomerization	3	1.8867924528301887	0.00743309287751294	BID, BAX, PMAIP1	159	14	16792	22.630727762803236	0.9999996813001958	0.1063792459109274	12.042236768383907
GOTERM_BP_DIRECT	GO:2001241~positive regulation of extrinsic apoptotic signaling pathway in absence of ligand	3	1.8867924528301887	0.00743309287751294	BAX, FAS, TGFB2	159	14	16792	22.630727762803236	0.9999996813001958	0.1063792459109274	12.042236768383907
GOTERM_BP_DIRECT	GO:0048538~thymus development	4	2.515723270440252	0.007657881998547765	PSEN1, SOD1, BCL2L11, CTNNB1	159	43	16792	9.824191897030861	0.9999997976253274	0.10865477662907419	12.384197934525986
GOTERM_BP_DIRECT	GO:0006508~proteolysis	12	7.547169811320755	0.007757369756948561	PLAT, CFLAR, CASP6, CASP3, CASP4, CASP9, CASP7, CASP8, F2, HGF, CASP1, MMP2	159	500	16792	2.534641509433962	0.9999998344789407	0.10922240840513575	12.535143926307235
GOTERM_BP_DIRECT	GO:0030335~positive regulation of cell migration	7	4.40251572327044	0.007946873760300068	PTK2, BMP2, PDGFRB, LEF1, PAK1, HGF, F2R	159	184	16792	4.017774131802024	0.9999998871413854	0.11097147368218951	12.821988062841294
GOTERM_BP_DIRECT	GO:0051897~positive regulation of protein kinase B signaling	5	3.1446540880503147	0.008129593004624236	GPX1, PTK2, IL6, TNF, IL18	159	84	16792	6.286313267445342	0.9999999219917131	0.11260328718209178	13.09772320721887
GOTERM_BP_DIRECT	GO:0009636~response to toxic substance	5	3.1446540880503147	0.00846985753598551	CDKN1A, BAX, MGMT, PDGFRB, FAS	159	85	16792	6.2123566407695145	0.9999999607922293	0.11625130868255473	13.60901661589785
GOTERM_BP_DIRECT	GO:0008631~intrinsic apoptotic signaling pathway in response to oxidative stress	3	1.8867924528301887	0.008523992697460679	GPX1, DIABLO, SOD2	159	15	16792	21.12201257861635	0.9999999648577612	0.11616158535387433	13.69010029154829
GOTERM_BP_DIRECT	GO:0032755~positive regulation of interleukin-6 production	4	2.515723270440252	0.008685841245273078	IL6, TNF, IL1B, IL1A	159	45	16792	9.387561146051713	0.9999999746676848	0.11744752970093242	13.932089863096353
GOTERM_BP_DIRECT	GO:0071363~cellular response to growth factor stimulus	4	2.515723270440252	0.008685841245273078	PPP2R5B, ERBB2, CTNNB1, FEZ1	159	45	16792	9.387561146051713	0.9999999746676848	0.11744752970093242	13.932089863096353
GOTERM_BP_DIRECT	GO:0048013~ephrin receptor signaling pathway	5	3.1446540880503147	0.008819319567437593	PTK2, ROCK1, PSEN2, PAK1, MMP2	159	86	16792	6.140119935644288	0.9999999806615809	0.11835496578279847	14.131180422932488
GOTERM_BP_DIRECT	GO:0032729~positive regulation of interferon-gamma production	4	2.515723270440252	0.009228665373188538	TNF, IL18, IL1B, CD14	159	46	16792	9.183483729833197	0.9999999915524065	0.12270428705775016	14.739041732300695
GOTERM_BP_DIRECT	GO:0048666~neuron development	4	2.515723270440252	0.009228665373188538	PSEN1, PPT1, TGFB2, SOD2	159	46	16792	9.183483729833197	0.9999999915524065	0.12270428705775016	14.739041732300695
GOTERM_BP_DIRECT	GO:1900745~positive regulation of p38MAPK cascade	3	1.8867924528301887	0.009681945713200952	BMP2, GADD45B, GADD45A	159	16	16792	19.80188679245283	0.9999999966250542	0.12751672514974466	15.407414451755896
GOTERM_BP_DIRECT	GO:0051781~positive regulation of cell division	4	2.515723270440252	0.009790910596589724	EREG, IL1B, IL1A, TGFB2	159	47	16792	8.988090458985683	0.9999999972932285	0.1280268022323119	15.567348418885253
GOTERM_BP_DIRECT	GO:0031100~organ regeneration	4	2.515723270440252	0.009790910596589724	CDKN1A, IGF2R, TGFBR3, HGF	159	47	16792	8.988090458985683	0.9999999972932285	0.1280268022323119	15.567348418885253
GOTERM_BP_DIRECT	GO:0009408~response to heat	4	2.515723270440252	0.01037270876950797	IL6, DNAJA1, SOD1, CD14	159	48	16792	8.80083857442348	0.9999999991669228	0.1342668730568375	16.416478024323432
GOTERM_BP_DIRECT	GO:0030198~extracellular matrix organization	7	4.40251572327044	0.010656592642418071	PTK2, APP, TNF, BGN, CD44, LUM, DCN	159	196	16792	3.7717879604672055	0.9999999995313339	0.13681913302866833	16.82787826966239
GOTERM_BP_DIRECT	GO:0007050~cell cycle arrest	6	3.7735849056603774	0.010750864024098757	CDKN1A, CDKN1B, IRF1, GADD45A, DDIT3, TGFB2	159	141	16792	4.4940452294928415	0.9999999996128426	0.13707703956578776	16.964072586380052
GOTERM_BP_DIRECT	GO:0071310~cellular response to organic substance	3	1.8867924528301887	0.010905609940553401	IL1B, CASP1, TIMP3	159	17	16792	18.637069922308545	0.9999999997170785	0.13804572182620523	17.18717946134276
GOTERM_BP_DIRECT	GO:0055093~response to hyperoxia	3	1.8867924528301887	0.010905609940553401	CDKN1A, PDGFRB, SOD2	159	17	16792	18.637069922308545	0.9999999997170785	0.13804572182620523	17.18717946134276
GOTERM_BP_DIRECT	GO:0030193~regulation of blood coagulation	3	1.8867924528301887	0.010905609940553401	CAV1, F2, F2R	159	17	16792	18.637069922308545	0.9999999997170785	0.13804572182620523	17.18717946134276
GOTERM_BP_DIRECT	GO:0007179~transforming growth factor beta receptor signaling pathway	5	3.1446540880503147	0.011114476388016086	PTK2, SMAD7, JUN, TGFBR3, TGFB2	159	92	16792	5.7396773311457485	0.9999999998147455	0.13963445311933054	17.487420073075842
GOTERM_BP_DIRECT	GO:0051412~response to corticosterone	3	1.8867924528301887	0.012193662430855776	CDKN1A, CCND1, AVPR1A	159	18	16792	17.60167714884696	0.999999999979252	0.15124990475003652	19.02245995978219
GOTERM_BP_DIRECT	GO:0043393~regulation of protein binding	3	1.8867924528301887	0.013544799040056302	APP, PSEN1, TGFBR3	159	19	16792	16.67527308838133	0.9999999999986661	0.16563051014462993	20.906417481741645
GOTERM_BP_DIRECT	GO:0070584~mitochondrion morphogenesis	3	1.8867924528301887	0.013544799040056302	DNM1L, BAX, BCL2L1	159	19	16792	16.67527308838133	0.9999999999986661	0.16563051014462993	20.906417481741645
GOTERM_BP_DIRECT	GO:0048146~positive regulation of fibroblast proliferation	4	2.515723270440252	0.014280368999300698	CDKN1A, EREG, JUN, PDGFRB	159	54	16792	7.822967621709761	0.999999999999701	0.1728153039501229	21.914626462200403
GOTERM_BP_DIRECT	GO:0018108~peptidyl-tyrosine phosphorylation	6	3.7735849056603774	0.014879446791171013	PTK2, EREG, ERBB3, ERBB2, PDGFRB, WEE1	159	153	16792	4.141571093846343	0.9999999999999116	0.17836091063907722	22.72679587789327
GOTERM_BP_DIRECT	GO:1902895~positive regulation of pri-miRNA transcription from RNA polymerase II promoter	3	1.8867924528301887	0.014957734192403647	BMP2, RELA, JUN	159	20	16792	15.841509433962264	0.9999999999999246	0.17816288976357586	22.83234033694236
GOTERM_BP_DIRECT	GO:0000082~G1/S transition of mitotic cell cycle	5	3.1446540880503147	0.01573410320183651	CDKN1A, CCND1, CDKN1B, CCNA1, CDK2	159	102	16792	5.176963867307929	0.9999999999999845	0.18547194032697556	23.87169109558853
GOTERM_BP_DIRECT	GO:0016049~cell growth	4	2.515723270440252	0.015743903491884308	IL6, TGFBR3, EMP1, TGFB2	159	56	16792	7.543575920934412	0.9999999999999848	0.1845044660084727	23.884726399996413
GOTERM_BP_DIRECT	GO:0042346~positive regulation of NF-kappaB import into nucleus	3	1.8867924528301887	0.016431200652053165	TNF, IL18, IL1B	159	21	16792	15.087151841868822	0.9999999999999962	0.19069628286044582	24.793670869168782
GOTERM_BP_DIRECT	GO:0030879~mammary gland development	3	1.8867924528301887	0.016431200652053165	CAV1, LEF1, BCL2L11	159	21	16792	15.087151841868822	0.9999999999999962	0.19069628286044582	24.793670869168782
GOTERM_BP_DIRECT	GO:0070301~cellular response to hydrogen peroxide	4	2.515723270440252	0.01650617129918842	IL6, RELA, ANXA1, RHOB	159	57	16792	7.411232483725036	0.9999999999999968	0.19039530985278352	24.892198115801012
GOTERM_BP_DIRECT	GO:0051592~response to calcium ion	4	2.515723270440252	0.017288841059355034	TXNIP, CAV1, IL6, CCND1	159	58	16792	7.283452613315984	0.9999999999999993	0.19741698166230592	25.913557525120112
